record;id;start_time;source_address;temperature;humidity;sound_level;light_level;uv_index;pressure;eco2;tvoc;magnetic;battery;created_at
;8905be8b-a578-495e-8f67-147855180c7a;;2128519425;38.253;23.273;34.05393981933594;0.625;0.2646484375;1019.861572265625;400;0;4294967.18;100;2022-06-27T20:17:25.345566
;0d18fcc1-6cfa-4afe-a220-c5ce94a3721e;;2128520512;37.931;24.54;20.989486694335938;0.1875;0.0390625;1020.3704833984375;403;0;4294967.243;100;2022-06-27T20:17:16.593067
;b99fad45-e61f-44fb-9fa2-67ba9ff35414;;2128520460;37.063;24.403;29.977033615112305;1.6875;0.1416015625;1019.492431640625;400;0;0.012;100;2022-06-27T20:17:02.863154
;aa31058b-7c6d-491f-a85e-40604f544d67;;2128519425;38.275;23.22;33.9410514831543;0.5625;0.171630859375;1019.9097900390625;400;0;4294967.189;100;2022-06-27T20:16:08.833245
;e5ea798c-9144-41b9-a6a8-e96c286aef34;;2128520460;37.063;24.38;30.591846466064453;0.65625;0.1650390625;1019.49658203125;400;0;0.011;100;2022-06-27T20:15:46.360868
;8d9532f0-dcf1-4f86-83c7-a19fa26a9852;;2128520512;37.974;24.502;31.37248992919922;0.28125;0.2412109375;1020.4407958984375;403;0;4294967.244;100;2022-06-27T20:15:00.265988
;0233ec20-65d8-4b4e-880c-d8a7bf547ae9;;2128519425;38.285;23.235;33.92362594604492;0.59375;0.5615234375;1019.9059448242188;400;0;4294967.181;100;2022-06-27T20:14:52.036543
;afd589be-997f-472a-a290-8df3a310740a;;2128520460;37.03;24.487;32.81238555908203;1.96826171875;0.1962890625;1019.5568237304688;400;0;0.01;100;2022-06-27T20:14:29.948918
;579f3057-3a9f-4641-942a-990b0d5abd21;;2128519425;38.264;23.243;34.0429573059082;1.03125;0.349365234375;1019.913330078125;400;0;4294967.185;100;2022-06-27T20:13:35.470123
;926a942b-4693-47d1-b7af-76a5a90f3d0d;;2128520460;36.913;24.57;29.979633331298828;1.09375;0.093994140625;1019.4886474609375;400;0;0.011;100;2022-06-27T20:13:13.429560
;c709844b-7be1-4732-97e5-301d6e25f6e8;;2128520512;37.953;24.441;36.1336669921875;0.09375;0.140380859375;1020.3312377929688;400;0;4294967.244;100;2022-06-27T20:12:43.585285
;10ed16ce-0b0f-4ae5-81a9-aa21635765d4;;2128519425;38.318;23.182;39.789451599121094;0.75;0.2646484375;1019.89794921875;400;0;4294967.184;100;2022-06-27T20:12:18.699353
;2f6f3e85-5d96-400a-a9d7-a9f326894069;;2128520460;36.934;24.517;35.46060562133789;2.062255859375;0.0625;1019.4886474609375;400;0;0.011;100;2022-06-27T20:11:56.979781
;dcd046b0-763f-44c0-98b4-5e7144f31897;;2128519425;38.328;23.106;33.87844467163086;0.9375;0.101318359375;1019.87890625;400;0;4294967.184;100;2022-06-27T20:11:02.106067
;ca114a82-569b-4723-8991-cebe335ecbbb;;2128520460;36.998;24.387;29.797651290893555;0.78125;0.32421875;1019.53564453125;400;0;0.007;100;2022-06-27T20:10:40.504533
;46d5c40d-4385-451c-a158-ba28d30eb79f;;2128520512;38.082;24.25;20.96868324279785;0.0;0.279052734375;1020.39013671875;400;0;4294967.245;100;2022-06-27T20:10:27.142832
;2c08bd0d-6d0d-4ac5-952e-84b49f2d236e;;2128519425;38.393;23.06;33.89252471923828;0.96875;0.101318359375;1019.9383544921875;400;0;4294967.184;100;2022-06-27T20:09:45.576527
;fbc094ac-1294-4860-87bf-d461331d49f6;;2128520460;36.988;24.426;30.31427001953125;2.562255859375;0.467041015625;1019.533935546875;400;0;0.011;100;2022-06-27T20:09:24.074607
;5fbe1d5f-fb76-405d-900f-e4f9a2660d45;;2128519425;38.393;23.037;37.336463928222656;0.84375;0.8125;1019.8204956054688;400;0;4294967.183;100;2022-06-27T20:08:29.050154
;96d87dee-8ac1-43ac-b841-6e9d357bbb46;;2128520512;38.221;24.128;31.34674835205078;0.125;0.179443359375;1020.2982788085938;400;0;4294967.244;100;2022-06-27T20:08:10.820945
;243f82a2-0b97-4c0e-9139-d30ff24370c3;;2128520460;37.03;24.303;29.999324798583984;2.781005859375;0.1728515625;1019.4779663085938;400;0;0.01;100;2022-06-27T20:08:07.587248
;984f047d-4a56-4e3e-b3ca-4e2df18287b9;;2128519425;38.382;23.014;33.97683334350586;1.28125;0.1962890625;1019.9000244140625;400;0;4294967.185;100;2022-06-27T20:07:12.197329
;45b52526-d1ec-423c-863d-c1795b4842bd;;2128520460;37.17;24.151;35.328697204589844;1.71875;0.062744140625;1019.5040893554688;400;0;0.013;100;2022-06-27T20:06:42.946650
;68b82960-a53e-43f5-a450-d6586676d897;;2128519425;38.446;23.022;33.927589416503906;1.15625;0.6240234375;1019.9000244140625;400;0;4294967.184;100;2022-06-27T20:05:55.525003
;348a9357-1b57-4d18-9535-e576e7eb04ee;;2128520512;38.242;24.158;31.480623245239258;0.0625;0.2646484375;1020.36328125;406;0;4294967.244;100;2022-06-27T20:05:54.181034
;93842d01-91e5-4c77-893b-1e58df3200c1;;2128520460;37.159;24.136;29.669937133789062;1.749755859375;0.220947265625;1019.4591674804688;400;0;0.012;100;2022-06-27T20:05:26.554729
;c5812384-4304-49cd-95bb-b33d9d8fb58d;;2128519425;38.435;23.052;33.96611785888672;1.78125;0.1943359375;1019.8560791015625;400;0;4294967.184;100;2022-06-27T20:04:38.856316
;38fbc9de-2abf-4a5f-bbce-7fe686fc6aaf;;2128520460;37.148;24.189;29.744178771972656;2.687255859375;0.404541015625;1019.4528198242188;400;0;0.007;100;2022-06-27T20:04:10.120912
;c972134b-f4eb-45ed-aa47-5923460f21f4;;2128520512;38.253;24.197;35.05752944946289;0.0625;0.2255859375;1020.2843627929688;400;0;4294967.245;100;2022-06-27T20:03:37.546810
